title,url,date,press,content
"코스피 관망세 속에 16거래일 만에 1,920선 진입(종합)",https://n.news.naver.com/mnews/article/001/0008215836?sid=101,2016.02.26.,연합뉴스,"코스피 관망세
    (서울=연합뉴스) 정하종 기자 =  26일 코스피지수가 1.59포인트 (0.08%) 오른 1,920.16으로 장을 마감하여 관망세를 보였다. 서울 중구 KEB하나은행 딜링룸. 
    chc@yna.co.kr


외국인·기관 동반 매수…코스닥은 사흘째 상승
    (서울=연합뉴스) 성서호 기자 = 코스피가 26일 뚜렷한 모멘텀이 없는 가운데 강보합세로 마감하며 1,920선을 회복했다.
    이날 코스피는 전날보다 1.59포인트(0.08%) 오른 1,920.16으로 장을 마쳤다.
    지수가 1,920선 위에서 마감한 것은 이달 1일(1,924.82) 이후 처음이다.
    지수는 8.53포인트(0.44%) 오른 1,927.10으로 출발해 등락했으나 뒷심이 부족해 상승분 대부분을 반납했다.  
    간밤 산유국이 다음 달 생산량 동결을 위한 회의를 열 것이라는 소식에 국제유가가 오른 데다 제조업 경기 둔화 우려가 완화됨에 따라 뉴욕 증시가 상승 마감하자 투자심리에 그나마 긍정적인 영향을 준 것으로 보인다.
    25일(현지시간) 뉴욕상업거래소(NYMEX)에서 서부텍사스산 원유(WTI) 4월 인도분은 전날보다 92센트(2.9%) 오른 배럴당 33.09달러에 마감했다.
    하지만 굵직한 이벤트를 앞두고 관망심리가 커 상승 모멘텀은 뚜렷하지 않은 모양새다.
    이경민 대신증권 연구원은 ""최근 5거래일 거래대금이 평균 3조7천600억원에 불과할 만큼 거래 부진이 이어져 지수가 정체되고 있다""며 ""모멘텀 부재로 더 오르기는 부담스럽고 3월 중순까지 예정된 글로벌 통화정책 이벤트에 대한 기대감으로 하락 반전하기도 어려운 상황""이라고 설명했다.
    이현주 NH투자증권 연구원은 ""거래 부진 속에 숨 고르기 양상을 이어가는 모습""이라며 ""주요 20개국(G20) 재무장관회의를 앞두고 관망심리가 이어지고 환율, 유가 등 금융시장의 불확실성도 산재해 있어 방향성 설정이 쉽지 않은 상황""이라고 분석했다.
    유가증권시장에서 기관은 엿새 만에 '팔자' 행진을 마치고 1천634억원어치를 사들였다.
    외국인도 2천430억원어치를 사들이며 이틀째 순매수했다. 개인만 427억원어치를 팔았다.
    프로그램 매매는 차익거래와 비차익거래 모두 매수 우위를 나타내 전체적으로 970억원의 순매수를 보였다.
    업종별로는 엇갈렸다.
    기계(2.05%), 유통업(0.96%), 전기가스업(1.64%), 증권(1.42%), 의료정밀(0.65%), 비금속광물(0.62%), 통신업(0.93%) 등은 오른 반면 철강·금속(-1.30%), 전기·전자(-0.30%), 운수창고(0.72%), 은행(-0.63%) 등은 내렸다.
    시가총액 상위주도 혼조세를 나타냈다.
    삼성물산(2.61%)을 비롯해 한국전력(1.85%), SK텔레콤(1.11%), SK(3.74%), 아모레퍼시픽(0.41%) 등이 올랐다. 삼성전자(-0.59%)와 현대모비스(-1.15%), 삼성생명(-0.44%), NAVER(-0.34%), 신한지주(-0.38%) 등은 하락했다.
    코스닥 지수는 전날보다 3.03포인트(0.47%) 오른 649.30으로 마감하며 3거래일 연속 상승했다.
    지수는 전날보다 3.06포인트(0.47%) 오른 649.33으로 개장한 뒤 한때 650선에 진입했지만 이후 상승폭이 줄었다.
    코넥스시장에서는 77개 종목의 거래가 체결됐고, 거래대금은 10억원 수준이다.
    서울 외환시장에서 원/달러 환율은 전날보다 달러당 0.6원 내린 1,238.2원에 마감했다.
    soho@yna.co.kr
▶ [핫클릭] 탕웨이 임신…SNS에 새끼 원숭이 그림 공개
▶ [핫클릭] ""애완견이 무슨 죄"" 부부싸움하다 창밖에 던져 즉사 
<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>"
"코스피 사흘 만에 상승…1,920선 '바짝'",https://n.news.naver.com/mnews/article/001/0008212322?sid=101,2016.02.25.,연합뉴스,"원달러 환율 1,240원에 근접해가
    (서울=연합뉴스) 정하종 기자 = 25일 원달러 환율이 심리적 저항선인 1,240원에 근접한 1,238.8원에 장을 마감했다. 서울 중구 KEB하나은행 딜링룸에서. 

외국인 사흘만에 '사자'…코스닥 이틀째 상승
    (서울=연합뉴스) 성서호 기자 = 코스피가 25일 사흘 만에 상승 마감하면서 1,920선에 바짝 다가섰다.
    이날 코스피는 전날보다 6.04포인트(0.32%) 오른 1,918.57로 장을 마쳤다.
    지수는 6.55포인트(0.34%) 오른 1,919.08으로 출발한 뒤 한때 1,920선을 회복했지만 이후 상승폭을 일부 반납했다.
    간밤 미국의 휘발유 수요가 늘어났다는 소식에 국제유가가 오름세로 마감한 데다 뉴욕증시도 상승함에 따라 투자심리가 다소 호전된 것으로 보인다.
    24일(현지시간) 뉴욕상업거래소(NYMEX)에서 서부텍사스산 원유(WTI) 4월 인도분은 전날보다 28센트(0.9%) 오른 배럴당 32.15달러에 마감했다.
    김성환 부국증권 연구원은 ""기술적인 부담과 모멘텀 공백 구간에서 국제유가에 일희일비하는 흐름이 나타나고 있다""며 ""다만 유가 움직임은 거칠지 않고 심리적 부담도 경감되는 분위기""라고 설명했다.
    이경민 대신증권 연구원은 ""거래대금이 많이 줄었기 때문에 강한 매수나 강한 매도가 나오지는 않는 상황""이라며 ""외국인 선물 매수가 유입되면서 지수 하락을 막은 것으로 보인다""고 분석했다.
    이날 유가증권 시장에서는 기관이 닷새째 '팔자' 행진을 벌이며 모두 204억원어치를 순매도했다.
    개인도 918억원어치를 팔았다. 외국인은 사흘 만에 '사자'로 돌아서 221억원어치를 사들이며 지수를 방어했다.
    프로그램 매매는 차익거래와 비차익거래 모두 매수 우위를 나타내 전체적으로 1천344억원의 순매수를 보였다.
    업종별로는 섬유·의복(-0.40%)과 비금속광물(-0.46%), 철강·금속(-0.35%), 운송장비(-1.30%), 운수창고(-0.76%), 통신업(-0.76%) 등이 내린 반면 화학(1.09%)과 의약품(0.79%), 기계(1.95%), 의료정밀(0.75%), 유통업(0.82%), 전기가스업(4.69%), 은행(0.30%) 등은 올랐다.
    시가총액 상위주는 혼조세를 나타냈다.
    삼성전자(0.60%)와 한국전력(5.12%), 삼성물산(0.66%), 삼성생명(0.89%), 아모레퍼시픽(4.08%), LG화학(0.51%) 등이 상승했고, 현대차(-1.34%), 현대모비스(-2.44%), SK하이닉스(-0.32%), 기아차(-0.95%), SK텔레콤(-1.53%) 등은 하락했다.
    코스닥지수는 전날보다 2.29포인트(0.36%) 오른 646.27로 장을 마치며 이틀째 상승 마감했다.
    지수는 전날보다 4.60포인트(0.71%) 오른 648.58에 출발한 뒤 보합권에서 등락을 반복했다.
    코넥스시장에서는 77개 종목의 거래가 체결됐고, 거래대금은 18억2천만원 수준이다.
    서울 외환시장에서 원/달러 환율은 전날보다 4.4원 오른 1,238.8원에 마감했다.
    soho@yna.co.kr
▶ [핫클릭] 유명 피규어 쇼핑몰의 몰락…17억 '먹튀' 했다가 구속
▶ [핫클릭] '쌍둥이 맞아?'…영국서 '흑인·백인' 일란성 쌍둥이 자매 탄생
<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>"
[마감시황] 투자자 관망 속 코스피 소폭 마감,https://n.news.naver.com/mnews/article/011/0002802811?sid=101,2016.02.24.,서울경제,"코스피가 개인·기관·외국인 등 투자 주체들의 관망 속에 소폭 하락 마감했다. 
코스피지수는 24일 전날대비 0.09%(1.69포인트) 내린 1,912.53포인트에 거래를 마쳤다. 
국제유가가 급등한 지 하루 만에 다시 하락세로 돌아서고 미국과 유럽 증시가 하락한 것이 투자심리에 부담을 준 것으로 분석된다.  전날 밤 미국 뉴욕 증시는 국제유가가 급락을 보인 데 따라 하락했다. 스탠더드앤드푸어스(S&P) 500 지수는 전장보다 24.23포인트(1.25%) 내린 1,921.27에, 나스닥 지수는 67.03포인트(1.47%) 낮은 4,503.58에 장을 마감했다. 뉴욕상업거래소에서 4월물 서부텍사스산 원유(WTI) 가격은 전날보다 배럴당 1.52달러(4.5%)나 낮아진 31.87달러에 마쳤다. 
외국인이 164억원 순매도를 기록했고, 기관과 개인도 각각 161억원, 333억원 매도 우위를 나타냈다. 개인과 기관, 외국인 등 투자 주체들이 매수 공백 속에 지수는 힘을 받지 못하고 보합권을 거듭하다 장을 마감했다. 
업종별로는 등락이 엇갈렸다. 전기가스업(1.80%), 보험(1.44%), 의료정밀(1.21%), 운송장비(0.64%), 서비스업(0.58%) 등은 상승한 반면 건설업(-5.87%), 운수창고(-1.45%), 화학(-0.92%), 유통업(-0.80%), 음식료품(-0.77%) 등은 하락했다. 시가총액 상위 종목도 혼조세를 보였다. 삼성전자(005930)(-0.76%), 삼성물산(028260)(-0.33%), 아모레퍼시픽(090430)(-1.80%), LG화학(051910)(-1.34%) 등은 내린 반면 한국전력(015760)(2.17%), 현대모비스(012330)(3.095), SK하이닉스(000660)(1.64%), 삼성생명(032830)(4.67%) 등은 올랐다. 
코스닥지수는 전날보다 0.26%(1.67포인트) 오른 643.98포인트에 장을 마감했다.
서울 외환시장에서 원·달러 환율은 3원30전 오른 1,234원40전에 거래를 마쳤다. 
 서민우기자 ingaghi@sed.co.kr
 
▶ 돈이 보이는 뉴스 '서울경제 페이스북' ""좋아요 클릭클릭~""
▶ '썸 타는' 특별한 뉴스~ '서울경제썸 페이스북' 바로가기~
[ⓒ 서울경제, 무단 전재 및 재배포 금지]"
"코스피, 강보합으로 마감 '한국전력·삼성물산 강세'",https://n.news.naver.com/mnews/article/214/0000594117?sid=101,2016.02.26.,MBC,"[이브닝뉴스]오늘 코스피는 유가 반등에 상승 출발했지만 중국 양회를 앞둔 관망세에 강보합으로 마감했습니다.
오늘 코스피는 어제보다 1.59포인트 오른 1920.16포인트를.
코스닥지수는 3.03포인트 상승한 649.3포인트를 기록했습니다.
지난밤 뉴욕증시는 경제 지표 호조에 경기둔화 불안심리가 완화되며 이틀째 오름세로 거래를 마쳤습니다.
한편, 우리 시장은 외국인의 매수가 지수상승을 지켜냈고 업종들 가운데에서는 기계, 전기, 가스, 증권 등이 힘을 더했습니다.
한국전력이 사흘째 오름세로 신고가를 갱신했고 삼성물산도 강세였습니다.
오늘 원·달러환율은 0.6원 내린 1238.2원에 마감했습니다.
(손유빈/삼성증권)
[저작권자(c) MBC (www.imnews.com) 무단복제-재배포 금지]
▶ 日도 '지카바이러스' 공포 ""브라질 다녀온 男고교생 감염""
▶ UN 안보리, 초강력 '北 제재 결의안' 검토 ""이르면 주말 채택""
▶ MBC뉴스 SNS 
[페이스북]
 
[트위터]
 
[카카오스토리]
Copyright(c) Since 1996, 
MBC
&
iMBC
 All rights reserved."
"대신證 ""코스피 당분간 시소게임…변수는 외국인""",https://n.news.naver.com/mnews/article/003/0007063426?sid=101,2016.02.26.,뉴시스,"【서울= 뉴시스】 안지혜 인턴기자 = 대신증권은 최근 좁은 박스권(1900~1930포인트)을 형성하고 있는 코스피의 방향성을 결정할 요인으로 외국인 매수세를 꼽았다.
 26일 대신증권 이경민 연구원은 ""코스피 반등의 주역이었던 기관 매수세 실종으로 코스피가 박스권에 머물고 있다""고 분석했다.
 이 연구원은 ""기관 매수의 최근 5거래일 평균 거래대금이 올 2월 평균대비 29%나 감소했다""며 ""적극적인 매수주체의 실종이 코스피의 좁은 박스권 등락으로 이어지고 있다""고 말했다.
 그러면서 ""이번 주 코스피 상승률보다 높게 나타난 9개 업종 중 8개 업종에서 외국인 순매수가 유입된 점을 미뤄볼 때 주목할 수급 요인은 외국인 매매패턴""이라고 내다봤다.
 그는 또 ""코스피 정체국면에서 업종별 등락이 크게 엇갈린다""며 ""이번 주 정보기술(IT), 자동차, 은행 등 트로이카주는 하락 반전한 반면, 반등 과정에서 소외됐던 업종들은 상승 반전하는 모습을 보였다""고 말했다.
 아울러 ""다음 주 한국 수출입 지표, 미국 고용지표 발표를 앞두고 코스피의 수렴, 업종별 시소게임은 지속될 가능성이 높다""며 ""외국인과 기관의 엇갈린 매매패턴이 이어지는 가운데 외국인 매매패턴에 주목해야 한다""고 조언했다. 
whys@newsis.com 
★ 세상에 이런일이 -  교도소 하수구에서 토막시신 100여구 발견 
★ 오늘의 핫 포토 -  몸짱 치어리더 배수현, 아찔한 비키니 몸매 
★ 뉴시스 뉴스, 이젠 네이버 뉴스 스탠드에서도 만나세요
★ 손 안에서 보는 세상, 모바일 뉴시스
<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
[여의도 stock] G20회동 기대半 우려半… 코스피 관망세,https://n.news.naver.com/mnews/article/005/0000874502?sid=101,10면 2단,국민일보,"유가 급등과 미국증시 상승에도 대형 이벤트를 앞둔 관망 심리가 작용해 코스피가 소폭 상승하는 데 그쳤다.
 26일 코스피지수는 전날보다 1.59포인트(0.08%) 상승한 1920.16으로 거래를 마쳤다. 개인과 기관이 매도에 나선 가운데 외국인이 767억원어치를 사들이며 지수를 밀어 올렸다.
 전날 뉴욕증시가 상승세로 마감하고 뉴욕상업거래소에서 서부텍사스산원유(WTI)가 2.9% 상승하는 등 유가도 올랐으나 투자심리는 크게 움직이지 않았다. 중국 상하이에서 이날부터 이틀 일정으로 열리는 주요 20개국(G20) 재무장관회의에서 글로벌 정책공조가 도출될지를 두고 기대와 우려가 뒤섞여 나타났기 때문인 것으로 보인다.
 하이투자증권 강재현 연구원은 “외환 정책 공조가 합의되지 않으면 신흥국 자금 이탈 지속 가능성을 배제할 수 없다”며 “이는 글로벌 금융시장 변동성 확대 요인으로 작용할 수 있다”고 분석했다.  대형주(-0.1%)가 약세를 보인 가운데 삼성물산과 삼성SDI 주가는 각각 2.6%, 1.5% 올랐다. 순환출자 해소를 위해 전날 이재용 삼성전자 부회장이 삼성SDI가 보유한 삼성물산 지분 130만5000주를 인수한 것이 긍정적으로 작용했다.
 코스닥지수도 소폭 상승해 649.30으로 거래를 마쳤다. 전날 급락했던 중국 상하이 지수와 홍콩 H지수는 하루 만에 반등에 성공했다.
박은애 기자 limitless@kmib.co.kr
GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지
[뉴스 미란다 원칙] 취재원과 독자에게는 국민일보에 자유로이 접근할 권리와 반론·정정·추후 보도를 청구할 권리가 있습니다. 고충처리인(gochung@kmib.co.kr)/전화:02-781-9711"
코스피 관망심리 확대..정책 이벤트 관심,https://n.news.naver.com/mnews/article/008/0003638451?sid=101,2016.02.28.,머니투데이,"[머니투데이 송선옥 기자] [[주간증시전망]중국 전인대 개최..주요국 경제지표 주목]
이번주(2월2일~3월4일) 코스피 시장은 관망심리가 더욱 강화될 것으로 보인다. 징검다리 연휴가 있는 데다 월초 경기지표 발표의 잇단 발표로 이를 확인하고 가자는 분위기가 팽배할 전망이다. 
기업들의 2015년4분기 실적 발표가 마무리되면서 1분기 결산과 2분기 전망이 시장 분위기를 좌우할 수 있다. 다만 중국 전인대를 필두로 3월 FOMC ECB BOJ 등 정책 이벤트가 줄줄이 예정돼 있다는 점은 시장의 변동성을 키울 수 있는 요인이다. 
지난주(2월22~26일) 코스피 시장은 위아래로 꽉 막힌 ‘고구마 증시’였다. 유가증권시장 전체 평균 거래량이 3조8338억원으로 4조원을 넘지 못했다. 관망심리가 그만큼 팽배했다는 얘기다. 
코스피 지수는 전주말 대비 0.20% 상승에 그쳤다. 개인 외국인 기관 등 주요 수급주체가 모두 ‘팔자’를 연출하는 매매가 종종 관찰될 정도로 방향성을 상실한 한주였다. 설 연휴 이후 급락분을 대부분 만회하면서 60일 이동평균선의 기술적 저항이 만만치 않았다. 
◇中 양회에 거는 기대=
G20(주요20개국) 재무장관 중앙은행총재회의에서 모든 가능한 수단을 사용해 시장을 안정시키고 경기를 부양하는데 뜻을 모으리로 함에 따라 시장 반응이 주목된다. 
이제 시장의 관심은 내달 3일과 5일 열리는 전국인민정치협상회의, 전국인민대표회의로 옮겨갈 것으로 보인다. 
이번 양회에서는 과잉 생산설비 해소 방안이 주요 화두가 될 것으로 보인다. 
김병연 NH투자증권 투자전략1팀장은 “양회 이후 공급측 개혁의 구체화로 좀비기업의 퇴출, 국유기업의 합병, 대규모 인력의 구조조정 단행 등이 예상된다”며 “특히 중국 정부가 일정 부분 실업자를 양산하더라도 과잉 생산을 해소하겠다는 의지가 높다는 점에서 양회에서 결정되는 인력 재배치와 실업자 대책 방안 등의 뉴스에 주목할 필요가 있다”고 지적했다. 
지난주 증시에서 보듯 각 매수 주체들의 방향성을 찾기 어려운 장세가 지속되고 있다. 이번주에도 외국인 수급은 중립적일 것이란 시각이 우세하다. 정책 기대감에도 불구하고 정책의 실효성에 대한 의문이 확대되고 있기 때문이다. 
◇주요국 경제지표 주목=
이번주에는 특히 주요국들의 경제지표를 주목할 필요가 있다. 
1일에는 한국의 2월 수출입 지표와 중국의 2월 차이신 제조업 구매관리자지수(PMI) 발표가 예정돼 있다. 이어 2일 한국 1월 산업생산, 3일 미국 공급관리자협회(ISM) 서비스업 지수, 4일 미국의 2월 고용지표가 발표된다. 
중국의 2월 차이신 제조업 PMI 시장 전망치는 48.5로 전월 48.4에 비해 소폭 개선될 것으로 예상되고 있다. 중국 금융시장의 불안정한 모습이 관찰되고 있고 수출 등 경제지표가 부진한 상황에서 PMI의 의미있는 반등이 어려울 것으로 보인다. 
미국의 2월 비농업신규고용이 견고한 개선세를 지속할 것으로 예상되고 있다는 점도 부담이다. 대외불안 요인이 미국 실물경기에 부정적인 영향을 미치고 있다는 뚜렷한 정황이 포착되지 않으면 미국의 기준금리 인상 시점을 두고 불확실성이 확대될 수 있다. 
김윤서 KTB투자증권 연구원은 “변동 리스크를 수반한 불안정한 반등기조가 지속될 가능성이 높다”며 “그동안 시장에서 소외돼 왔던 대형주들의 상대적 수혜가 지속될 가능성이 높다”고 말했다.
['생존 재테크' 백과사전 ""재테크를 부탁해"" ]
[부자들에게 배우는 성공 노하우 '줄리아 투자노트'  ]
[내 삶을 바꾸는 정치뉴스 'the 300']
[오늘 나의 운세는? '머니투데이운세' ]
[아찔한 girl~ 레이싱모델 핫포토 ]
송선옥 기자 oops@mt.co.kr
<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
[마켓포인트]코스피 주간 개인 순매도 1위 'LG전자',https://n.news.naver.com/mnews/article/018/0003488712?sid=101,2016.02.28.,이데일리,"[이데일리 이명철 기자]








(단위:천원)
이명철 (twomc@edaily.co.kr)
▶ [데일리 포커스] 알면 알수록 빠져드는 경제뉴스 
▶핫 초이스 ★ 男心 저격수 `애플힙` 그녀 
＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
코스피 관망심리 확대..정책 이벤트 관심,https://n.news.naver.com/mnews/article/008/0003638451?sid=101,2016.02.28.,머니투데이,"[머니투데이 송선옥 기자] [[주간증시전망]중국 전인대 개최..주요국 경제지표 주목]
이번주(2월2일~3월4일) 코스피 시장은 관망심리가 더욱 강화될 것으로 보인다. 징검다리 연휴가 있는 데다 월초 경기지표 발표의 잇단 발표로 이를 확인하고 가자는 분위기가 팽배할 전망이다. 
기업들의 2015년4분기 실적 발표가 마무리되면서 1분기 결산과 2분기 전망이 시장 분위기를 좌우할 수 있다. 다만 중국 전인대를 필두로 3월 FOMC ECB BOJ 등 정책 이벤트가 줄줄이 예정돼 있다는 점은 시장의 변동성을 키울 수 있는 요인이다. 
지난주(2월22~26일) 코스피 시장은 위아래로 꽉 막힌 ‘고구마 증시’였다. 유가증권시장 전체 평균 거래량이 3조8338억원으로 4조원을 넘지 못했다. 관망심리가 그만큼 팽배했다는 얘기다. 
코스피 지수는 전주말 대비 0.20% 상승에 그쳤다. 개인 외국인 기관 등 주요 수급주체가 모두 ‘팔자’를 연출하는 매매가 종종 관찰될 정도로 방향성을 상실한 한주였다. 설 연휴 이후 급락분을 대부분 만회하면서 60일 이동평균선의 기술적 저항이 만만치 않았다. 
◇中 양회에 거는 기대=
G20(주요20개국) 재무장관 중앙은행총재회의에서 모든 가능한 수단을 사용해 시장을 안정시키고 경기를 부양하는데 뜻을 모으리로 함에 따라 시장 반응이 주목된다. 
이제 시장의 관심은 내달 3일과 5일 열리는 전국인민정치협상회의, 전국인민대표회의로 옮겨갈 것으로 보인다. 
이번 양회에서는 과잉 생산설비 해소 방안이 주요 화두가 될 것으로 보인다. 
김병연 NH투자증권 투자전략1팀장은 “양회 이후 공급측 개혁의 구체화로 좀비기업의 퇴출, 국유기업의 합병, 대규모 인력의 구조조정 단행 등이 예상된다”며 “특히 중국 정부가 일정 부분 실업자를 양산하더라도 과잉 생산을 해소하겠다는 의지가 높다는 점에서 양회에서 결정되는 인력 재배치와 실업자 대책 방안 등의 뉴스에 주목할 필요가 있다”고 지적했다. 
지난주 증시에서 보듯 각 매수 주체들의 방향성을 찾기 어려운 장세가 지속되고 있다. 이번주에도 외국인 수급은 중립적일 것이란 시각이 우세하다. 정책 기대감에도 불구하고 정책의 실효성에 대한 의문이 확대되고 있기 때문이다. 
◇주요국 경제지표 주목=
이번주에는 특히 주요국들의 경제지표를 주목할 필요가 있다. 
1일에는 한국의 2월 수출입 지표와 중국의 2월 차이신 제조업 구매관리자지수(PMI) 발표가 예정돼 있다. 이어 2일 한국 1월 산업생산, 3일 미국 공급관리자협회(ISM) 서비스업 지수, 4일 미국의 2월 고용지표가 발표된다. 
중국의 2월 차이신 제조업 PMI 시장 전망치는 48.5로 전월 48.4에 비해 소폭 개선될 것으로 예상되고 있다. 중국 금융시장의 불안정한 모습이 관찰되고 있고 수출 등 경제지표가 부진한 상황에서 PMI의 의미있는 반등이 어려울 것으로 보인다. 
미국의 2월 비농업신규고용이 견고한 개선세를 지속할 것으로 예상되고 있다는 점도 부담이다. 대외불안 요인이 미국 실물경기에 부정적인 영향을 미치고 있다는 뚜렷한 정황이 포착되지 않으면 미국의 기준금리 인상 시점을 두고 불확실성이 확대될 수 있다. 
김윤서 KTB투자증권 연구원은 “변동 리스크를 수반한 불안정한 반등기조가 지속될 가능성이 높다”며 “그동안 시장에서 소외돼 왔던 대형주들의 상대적 수혜가 지속될 가능성이 높다”고 말했다.
['생존 재테크' 백과사전 ""재테크를 부탁해"" ]
[부자들에게 배우는 성공 노하우 '줄리아 투자노트'  ]
[내 삶을 바꾸는 정치뉴스 'the 300']
[오늘 나의 운세는? '머니투데이운세' ]
[아찔한 girl~ 레이싱모델 핫포토 ]
송선옥 기자 oops@mt.co.kr
<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
[마켓포인트]코스피 주간 기관 순매도 1위 '삼성전자',https://n.news.naver.com/mnews/article/018/0003488714?sid=101,2016.02.28.,이데일리,"[이데일리 이명철 기자]








(단위:천원)
이명철 (twomc@edaily.co.kr)
▶ [데일리 포커스] 알면 알수록 빠져드는 경제뉴스 
▶핫 초이스 ★ 男心 저격수 `애플힙` 그녀 
＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
